clothes, ,"('we dry her and put clothes on her and read her a story', 'Mother')","[0, 'we dry her and put clothes on her and read her a story']",story,29.9205322491222,female,Suppes
toy, ,"('do you have some teddy bear in your toy box', 'Mother')","[0, 'do you have some teddy bear in your toy box']",bear,29.8876773650383,female,Suppes
animal, ,"('shall we read all your animal a story', 'Mother')","[0, 'shall we read all your animal a story']",story,29.8548224809544,female,Suppes
animal, ,"('what animal like banana', 'Mother')","[0, 'what animal like banana']",banana,34.9206349206349,female,Suppes
animal, ,"('look how many animal be in the big boat', 'Mother')","[0, 'look how many animal be in the big boat']",boat,29.9205322491222,female,Suppes
food, ,"('be you go to make some food for the dog', 'Mother')","[0, 'be you go to make some food for the dog']",dog,34.19782747079,female,Suppes
food, ,"('do the dog eat Samantha food', 'Mother')","[0, 'do the dog eat Samantha food']",dog,29.9205322491222,female,Suppes
food, ,"('you always tell me to put more butter on your food be you', 'Mother')","[0, 'you always tell me to put more butter on your food be you']",butter,34.9206349206349,female,Suppes
food, ,"('maybe you good find some other food for the alligator', 'Mother')","[0, 'maybe you good find some other food for the alligator']",alligator,34.6906507320479,female,Suppes
food, ,"('do Poy eat dog food', 'Mother')","[0, 'do Poy eat dog food']",dog,34.19782747079,female,Suppes
food, ,"('he drop food into the water', 'Mother')","[0, 'he drop food into the water']",water,34.427811659377,female,Suppes
food, ,"('okay you wanna make more dog food', 'Mother')","[0, 'okay you wanna make more dog food']",dog,34.19782747079,female,Suppes
food, ,"('remember in our other house all the ant we have when we drop food on the floor', 'Mother')","[0, 'remember in our other house all the ant we have when we drop food on the floor']",ant,35.3949773095957,female,Suppes
clothes, ,"('fish do wear clothes do they', 'Mother')","[0, 'fish do wear clothes do they']",fish,34.6906507320479,female,Suppes
clothes, ,"('fish do wear clothes do they', 'Mother')","[0, 'fish do wear clothes do they']",fish,34.6906507320479,female,Suppes
food, ,"('make some fish food', 'Mother')","[0, 'make some fish food']",fish,34.19782747079,female,Suppes
food, ,"('make some fish food', 'Mother')","[0, 'make some fish food']",fish,34.19782747079,female,Suppes
animal, ,"('what animal do he have on his boat', 'Mother')","[0, 'what animal do he have on his boat']",boat,33.8549046181646,female,Suppes
food, ,"('maybe you can make fish food for them', 'Mother')","[0, 'maybe you can make fish food for them']",fish,34.19782747079,female,Suppes
food, ,"('maybe you can make fish food for them', 'Mother')","[0, 'maybe you can make fish food for them']",fish,34.19782747079,female,Suppes
food, ,"('here a piece of fish food', 'Mother')","[0, 'here a piece of fish food']",fish,34.19782747079,female,Suppes
food, ,"('here a piece of fish food', 'Mother')","[0, 'here a piece of fish food']",fish,34.19782747079,female,Suppes
furniture, ,"('I gonna put some furniture in the doll house', 'Mother')","[0, 'I gonna put some furniture in the doll house']",doll,35.5263968459311,female,Suppes
animal, ,"('I want you to sit a animal or a doll over on this chair and feed her everything', 'Mother')","[0, 'I want you to sit a animal or a doll over on this chair and feed her everything']",chair,35.3949773095957,female,Suppes
animal, ,"('I want you to sit a animal or a doll over on this chair and feed her everything', 'Mother')","[0, 'I want you to sit a animal or a doll over on this chair and feed her everything']",doll,35.3949773095957,female,Suppes
clothes, ,"('do horse wear clothes', 'Mother')","[0, 'do horse wear clothes']",horse,34.427811659377,female,Suppes
clothes, ,"('do kitty wear clothes', 'Mother')","[0, 'do kitty wear clothes']",kitty,34.427811659377,female,Suppes
food, ,"('oh we can use this train to carry our food can we', 'Mother')","[0, 'oh we can use this train to carry our food can we']",train,35.3949773095957,female,Suppes
food, ,"('want to carry our food to town in the train', 'Mother')","[0, 'want to carry our food to town in the train']",train,35.3949773095957,female,Suppes
food, ,"('let put some food in your refrigerator', 'Mother')","[0, 'let put some food in your refrigerator']",refrigerator,35.5263968459311,female,Suppes
animal, ,"('my favorite animal be the mouse', 'Mother')","[0, 'my favorite animal be the mouse']",mouse,34.9206349206349,female,Suppes
clothes, ,"('clothes go in the chest of drawer', 'Mother')","[0, 'clothes go in the chest of drawer']",drawer,35.5263968459311,female,Suppes
food, ,"('be they cook their food on a stove', 'Mother')","[0, 'be they cook their food on a stove']",stove,35.5263968459311,female,Suppes
animal, ,"('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother')","[0, 'but the main thing we get from farm animal be milk from a cow and egg from a chicken']",chicken,34.6906507320479,female,Suppes
animal, ,"('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother')","[0, 'but the main thing we get from farm animal be milk from a cow and egg from a chicken']",cow,34.6906507320479,female,Suppes
animal, ,"('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother')","[0, 'but the main thing we get from farm animal be milk from a cow and egg from a chicken']",chicken,34.6906507320479,female,Suppes
animal, ,"('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother')","[0, 'but the main thing we get from farm animal be milk from a cow and egg from a chicken']",egg,34.6906507320479,female,Suppes
animal, ,"('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother')","[0, 'but the main thing we get from farm animal be milk from a cow and egg from a chicken']",milk,34.6906507320479,female,Suppes
animal, ,"('we out_of animal except for this fun little little penguin', 'Mother')","[0, 'we out_of animal except for this fun little little penguin']",penguin,9.00018480872297,male,Rollins
animal, ,"('huh there be all these animal around we could sing sing Old_Mcdonald with the pig', 'Mother')","[0, 'huh there be all these animal around we could sing sing Old_Mcdonald with the pig']",pig,20.000410686051,male,Rollins
toy, ,"('kitty toy', 'Investigator')","[0, 'kitty toy']",kitty,30.1977453335797,female,Weist
toy, ,"('it a toy I tell you it a kitty toy', 'Investigator')","[0, 'it a toy I tell you it a kitty toy']",kitty,32.4277705907719,female,Weist
toy, ,"('I take the mouse toy away from you a couple week ago', 'Investigator')","[0, 'I take the mouse toy away from you a couple week ago']",mouse,31.5920244768886,female,Weist
toy, ,"('but what do we do with the kitty toy', 'Investigator')","[0, 'but what do we do with the kitty toy']",kitty,31.1320560997146,female,Weist
toy, ,"('you can just tell us what you do with the toy and that will be your story', 'Investigator')","[0, 'you can just tell us what you do with the toy and that will be your story']",story,25.7233208074088,female,Weist
toy, ,"('be it your pocket book over here be this your favorite toy at school today', 'Mother')","[0, 'be it your pocket book over here be this your favorite toy at school today']",book,25.0333682416477,female,Weist
animal, ,"('another kind of animal in the window', 'Mother')","[0, 'another kind of animal in the window']",window,25.7233208074088,female,Weist
food, ,"('if that what it take to put food on the table', 'Mother')","[0, 'if that what it take to put food on the table']",table,28.4605433376455,female,Weist
toy, ,"('be that a toy or be it a shoe', 'Investigator')","[0, 'be that a toy or be it a shoe']",shoe,25.7233208074088,female,Weist
food, ,"('oh dog food', 'Investigator')","[0, 'oh dog food']",dog,30.5262941744184,female,Weist
toy, ,"('no we can throw down toy just nuts', 'Mother')","[0, 'no we can throw down toy just nuts']",nuts,28.0005749604715,male,Weist
toy, ,"('but you can probable tell another different story use all the toy over there', 'Mother')","[0, 'but you can probable tell another different story use all the toy over there']",story,29.8548224809544,female,Weist
toy, ,"('no toy just nuts', 'Mother')","[0, 'no toy just nuts']",nuts,28.0005749604715,male,Weist
food, ,"('food and last one turkey', 'Mother')","[0, 'food and last one turkey']",turkey,29.3291443356126,male,Weist
furniture, ,"('oh let see maybe we take out some of the furniture so that you have room for the couch', 'Mother')","[0, 'oh let see maybe we take out some of the furniture so that you have room for the couch']",couch,31.7234440132241,male,Weist
food, ,"('he gonna watch dog food huh', 'Mother')","[0, 'he gonna watch dog food huh']",dog,31.7234440132241,male,Weist
food, ,"('be that where they keep the dog food be in that section', 'Mother')","[0, 'be that where they keep the dog food be in that section']",dog,31.7234440132241,male,Weist
food, ,"('be he gonna choose his dog food now', 'Mother')","[0, 'be he gonna choose his dog food now']",dog,31.7234440132241,male,Weist
food, ,"('now the dog get his dog food', 'Mother')","[0, 'now the dog get his dog food']",dog,31.7234440132241,male,Weist
toy, ,"('see how there toy here on this table there this girl', 'Investigator')","[0, 'see how there toy here on this table there this girl']",table,26.8219059939629,male,Weist
toy, ,"('I gonna put this on Ernie so he can see the toy on the table', 'Investigator')","[0, 'I gonna put this on Ernie so he can see the toy on the table']",table,26.8219059939629,male,Weist
food, ,"('Roman when you open the door they food inside', 'Father')","[0, 'Roman when you open the door they food inside']",door,26.6576315735436,male,Weist
animal, ,"('yep that the car and what be these little animal hold on to do you know what that be', 'Investigator')","[0, 'yep that the car and what be these little animal hold on to do you know what that be']",car,30.3620197539991,male,Weist
toy, ,"('Roman do you tell us could you tell us why you put the toy in these sock', 'Investigator')","[0, 'Roman do you tell us could you tell us why you put the toy in these sock']",sock,34.4935214275447,male,Weist
toy, ,"('he find sock he put toy in them and carry them around', 'Father')","[0, 'he find sock he put toy in them and carry them around']",sock,34.4935214275447,male,Weist
toy, ,"('I know what this be it a little toy car be it', 'Student')","[0, 'I know what this be it a little toy car be it']",car,35.5921066140989,male,Weist
food, ,"('you wanna show Jenell where the bird eat food', 'Father')","[0, 'you wanna show Jenell where the bird eat food']",bird,31.033491447463,male,Weist
food, ,"('you eat your meat and your other food right now', 'Mother')","[0, 'you eat your meat and your other food right now']",meat,17.9202858374915,female,Braunwald
toy, ,"('that Joanna little toy doll', 'Mother')","[0, 'that Joanna little toy doll']",doll,21.0661409885213,female,Braunwald
clothes, ,"('I good wash and take those clothes down in the dryer', 'Mother')","[0, 'I good wash and take those clothes down in the dryer']",dryer,18.6246124150393,female,Braunwald
food, ,"('we eat our food at the table', 'Mother')","[0, 'we eat our food at the table']",table,22.2632908273271,female,Braunwald
toy, ,"('I remember when you use to give her toy at the breakfast table', 'Sister')","[0, 'I remember when you use to give her toy at the breakfast table']",table,23.4275857820489,female,Braunwald
animal, ,"('pretend her bread be always animal', 'Mother')","[0, 'pretend her bread be always animal']",bread,23.7889895069714,female,Braunwald
food, ,"('there some milk to start with and I bring the food', 'Mother')","[0, 'there some milk to start with and I bring the food']",milk,25.9204501119119,female,Braunwald
food, ,"('they dig a big hole and they put honey in the bottom or some kind of food that the elephant like and they think honey and so then they meet at the pine tree', 'Sister')","[0, 'they dig a big hole and they put honey in the bottom or some kind of food that the elephant like and they think honey and so then they meet at the pine tree']",elephant,25.8547403437442,female,Braunwald
clothes, ,"('you have clothes in the drawer', 'Mother')","[0, 'you have clothes in the drawer']",drawer,27.1976837306721,female,Braunwald
clothes, ,"('you good clean up your clothes because I buy you three new short sleeve shirt just a little while ago and you have the one you have on', 'Mother')","[0, 'you good clean up your clothes because I buy you three new short sleeve shirt just a little while ago and you have the one you have on']",shirt,27.7562167600977,female,Braunwald
clothes, ,"('but will you put the clothes that be clean in the drawer', 'Mother')","[0, 'but will you put the clothes that be clean in the drawer']",drawer,27.1648288465882,female,Braunwald
animal, ,"('it a special kind of animal call a deer', 'Mother')","[0, 'it a special kind of animal call a deer']",deer,26.6904864576275,female,Braunwald
clothes, ,"('but your doll come with clothes and there be anymore clothes', 'Mother')","[0, 'but your doll come with clothes and there be anymore clothes']",doll,29.0663052629417,female,Braunwald
animal, ,"('animal and fish', 'Mother')","[0, 'animal and fish']",fish,30.6905685948377,female,Braunwald
animal, ,"('animal and fish', 'Mother')","[0, 'animal and fish']",fish,30.6905685948377,female,Braunwald
toy, ,"('no I mean your toy dog', 'Mother')","[0, 'no I mean your toy dog']",dog,19.3946487607548,female,Braunwald
toy, ,"('we go into that big toy store to buy a present for Devon', 'Mother')","[0, 'we go into that big toy store to buy a present for Devon']",present,27.7233618760139,female,Braunwald
animal, ,"('yes the animal be call a jaguar and the car be name after it', 'Mother')","[0, 'yes the animal be call a jaguar and the car be name after it']",car,32.5920450111912,female,Braunwald
food, ,"('we could give you some milk food', 'Mother')","[0, 'we could give you some milk food']",milk,7.26298281278876,male,Soderstrom
clothes, ,"('you know what why do we change your clothes and your diaper because you be very moist', 'Mother')","[0, 'you know what why do we change your clothes and your diaper because you be very moist']",diaper,6.49294646707325,male,Soderstrom
food, ,"('how will he get food on his sock', 'Mother')","[0, 'how will he get food on his sock']",sock,8.95295591285242,male,Soderstrom
clothes, ,"('maybe we should get some clothes out for those guy and they can get dress', 'Mother')","[0, 'maybe we should get some clothes out for those guy and they can get dress']",dress,9.03303969280683,male,Soderstrom
clothes, ,"('I go get you some clothes Miss Catherine okay if you want get dress', 'Mother')","[0, 'I go get you some clothes Miss Catherine okay if you want get dress']",dress,9.03303969280683,male,Soderstrom
toy, ,"('look at all these toy you have right here sweetie and you can not have that box of Catherine crayon', 'Mother')","[0, 'look at all these toy you have right here sweetie and you can not have that box of Catherine crayon']",crayon,12.6901989773917,male,Soderstrom
clothes, ,"('yeah we need to get something to put all your doll clothes in do we Catherine', 'Mother')","[0, 'yeah we need to get something to put all your doll clothes in do we Catherine']",doll,9.03303969280683,male,Soderstrom
clothes, ,"('ma mommy could work on that and then you could keep your doll clothes in there', 'Mother')","[0, 'ma mommy could work on that and then you could keep your doll clothes in there']",doll,9.03303969280683,male,Soderstrom
toy, ,"('and on your egg we have_to wash the toy egg', 'Mother')","[0, 'and on your egg we have_to wash the toy egg']",egg,9.03303969280683,male,Soderstrom
toy, ,"('where your little toy cow', 'Mother')","[0, 'where your little toy cow']",cow,12.9201831659788,male,Soderstrom
animal, ,"('oh maybe these be some other animal with long neck back up in the water', 'Mother')","[0, 'oh maybe these be some other animal with long neck back up in the water']",water,12.9530380500626,male,Soderstrom
toy, ,"('we leave it right there okay we leave the microphone right there right there on the floor let go play with the block or will you like to get the toy out_of the bag', 'Investigator')","[0, 'we leave it right there okay we leave the microphone right there right there on the floor let go play with the block or will you like to get the toy out_of the bag']",block,21.8218033224502,male,Bloom70
toy, ,"('then I gonna put the box over here on the table and I gonna leave it on the table and then I gonna play with some toy', 'Investigator')","[0, 'then I gonna put the box over here on the table and I gonna leave it on the table and then I gonna play with some toy']",table,25.0005133575638,male,Bloom70
toy, ,"('I think I go try to find some toy in this book', 'Investigator')","[0, 'I think I go try to find some toy in this book']",book,21.2632702930245,male,Bloom70
toy, ,"('it a rock horse oh_my_goodness what kind of toy be that', 'Investigator')","[0, 'it a rock horse oh_my_goodness what kind of toy be that']",horse,21.2632702930245,male,Bloom70
toy, ,"('here a book about toy', 'Investigator')","[0, 'here a book about toy']",book,22.8875336249204,male,Bloom70
furniture, ,"('all the furniture the table and the light and the bed you can put in the house', 'Investigator')","[0, 'all the furniture the table and the light and the bed you can put in the house']",bed,29.723402944619,male,Bloom70
furniture, ,"('all the furniture the table and the light and the bed you can put in the house', 'Investigator')","[0, 'all the furniture the table and the light and the bed you can put in the house']",table,29.723402944619,male,Bloom70
toy, ,"('hurry up and eat your cookie so we can go find some toy', 'Mother')","[0, 'hurry up and eat your cookie so we can go find some toy']",cookie,30.0006160290766,NA,Morisset
toy, ,"('no there no milk in there that just a toy cow', 'Investigator')","[0, 'no there no milk in there that just a toy cow']",cow,34.6249409638802,male,Bloom70
toy, ,"('no there no milk in there that just a toy cow', 'Investigator')","[0, 'no there no milk in there that just a toy cow']",milk,34.6249409638802,male,Bloom70
toy, ,"('why will your new airplane be in our toy bag', 'Investigator')","[0, 'why will your new airplane be in our toy bag']",airplane,34.6249409638802,male,Bloom70
toy, ,"('not on the puzzle think we should put the toy away Peter', 'Investigator')","[0, 'not on the puzzle think we should put the toy away Peter']",puzzle,22.3618554795786,male,Bloom70
toy, ,"('Lois put the toy in the bag oh you more interest in the pencil', 'Investigator')","[0, 'Lois put the toy in the bag oh you more interest in the pencil']",pencil,22.3618554795786,male,Bloom70
toy, ,"('remember I say they probable leave their toy in the closet', 'Mother')","[0, 'remember I say they probable leave their toy in the closet']",closet,34.6249409638802,male,Bloom70
toy, ,"('that egg do open that just a toy egg', 'Investigator')","[0, 'that egg do open that just a toy egg']",egg,22.3618554795786,male,Bloom70
toy, ,"('when you finish your cookie we have_to put the toy away', 'Investigator')","[0, 'when you finish your cookie we have_to put the toy away']",cookie,23.5590053183844,male,Bloom70
toy, ,"('when you finish your cookie we have_to put the toy away because we go home', 'Investigator')","[0, 'when you finish your cookie we have_to put the toy away because we go home']",cookie,23.5590053183844,male,Bloom70
toy, ,"('I put all the toy in the bag so there be room for you to ride your tricycle', 'Investigator')","[0, 'I put all the toy in the bag so there be room for you to ride your tricycle']",tricycle,27.7890716441816,male,Bloom70
toy, ,"('you play with your toy and after you play with your toy then you can have the cookie okay', 'Mother')","[0, 'you play with your toy and after you play with your toy then you can have the cookie okay']",cookie,30.0006160290766,male,Morisset
toy, ,"('we have the toy back together now we gonna put them in the closet', 'Investigator')","[0, 'we have the toy back together now we gonna put them in the closet']",closet,28.4933982217294,male,Bloom70
toy, ,"('play with those block right there and then we get some more toy to play with okay', 'Mother')","[0, 'play with those block right there and then we get some more toy to play with okay']",block,30.0006160290766,female,Morisset
toy, ,"('that the whole fun of the game dump out the toy', 'Investigator')","[0, 'that the whole fun of the game dump out the toy']",game,25.0005133575638,male,Bloom70
animal, ,"('I gonna so I can see the animal tool I could see them from the chair', 'Investigator')","[0, 'I gonna so I can see the animal tool I could see them from the chair']",chair,24.3290416640999,male,Bloom70
toy, ,"('it not a block but it not a toy either', 'Investigator')","[0, 'it not a block but it not a toy either']",block,34.6249409638802,male,Bloom70
toy, ,"('do you already get the toy out_of the closet', 'Investigator')","[0, 'do you already get the toy out_of the closet']",closet,29.723402944619,male,Bloom70
toy, ,"('can I put the train in the toy bag', 'Investigator')","[0, 'can I put the train in the toy bag']",train,25.5919012710733,male,Bloom70
toy, ,"('can I put the train in the toy bag', 'Investigator')","[0, 'can I put the train in the toy bag']",train,25.5919012710733,male,Bloom70
toy, ,"('well let put the toy away oh you think you gonna put them up in the closet again', 'Investigator')","[0, 'well let put the toy away oh you think you gonna put them up in the closet again']",closet,25.5919012710733,male,Bloom70
animal, ,"('yes be he a animal and a horse', 'Investigator')","[0, 'yes be he a animal and a horse']",horse,33.4935008932422,male,Bloom70
food, ,"('be you gonna leave on the motorcycle while you go have food', 'Investigator')","[0, 'be you gonna leave on the motorcycle while you go have food']",motorcycle,31.4277500564693,male,Bloom70
toy, ,"('there some other toy in there but we do bring the car', 'Investigator')","[0, 'there some other toy in there but we do bring the car']",car,32.394915706688,male,Bloom70
toy, ,"('you want to help me put our toy away when you finish your cookie', 'Investigator')","[0, 'you want to help me put our toy away when you finish your cookie']",cookie,28.4933982217294,male,Bloom70
toy, ,"('eat your cookie then you can go play with the toy', 'Mother')","[0, 'eat your cookie then you can go play with the toy']",cookie,30.0006160290766,female,Morisset
furniture, ,"('just get the doll house furniture out_of the way so we do trip on it', 'Investigator')","[0, 'just get the doll house furniture out_of the way so we do trip on it']",doll,29.723402944619,male,Bloom70
toy, ,"('a toy fish', 'Mother')","[0, 'a toy fish']",fish,26.0005338918664,female,Rondal
toy, ,"('a toy fish', 'Mother')","[0, 'a toy fish']",fish,26.0005338918664,female,Rondal
toy, ,"('a toy fish', 'Mother')","[0, 'a toy fish']",fish,26.0005338918664,female,Rondal
toy, ,"('a toy fish', 'Mother')","[0, 'a toy fish']",fish,26.0005338918664,female,Rondal
food, ,"('he put food for all the bird right', 'Mother')","[0, 'he put food for all the bird right']",bird,13.0002669459332,male,Rondal
food, ,"('one day as he scratch for food in the orchard a little apple fall', 'Mother')","[0, 'one day as he scratch for food in the orchard a little apple fall']",apple,26.0005338918664,female,Rondal
animal, ,"('dog be animal', 'Mother')","[0, 'dog be animal']",dog,13.0002669459332,female,Rondal
animal, ,"('all the animal look to the little chicken', 'Mother')","[0, 'all the animal look to the little chicken']",chicken,26.0005338918664,female,Rondal
animal, ,"('all the animal look to the little chicken', 'Mother')","[0, 'all the animal look to the little chicken']",chicken,26.0005338918664,female,Rondal
animal, ,"('and all the animal look at that little apple', 'Mother')","[0, 'and all the animal look at that little apple']",apple,26.0005338918664,female,Rondal
food, ,"('we get some food for the monkey', 'Mother')","[0, 'we get some food for the monkey']",monkey,32.1977864021848,male,Conti
food, ,"('we get some food for the elephant', 'Mother')","[0, 'we get some food for the elephant']",elephant,32.1977864021848,male,Conti
food, ,"('get some food for the horse', 'Mother')","[0, 'get some food for the horse']",horse,32.1977864021848,male,Conti
food, ,"('food for horse', 'Mother')","[0, 'food for horse']",horse,32.1977864021848,male,Conti
food, ,"('the food for the cow', 'Mother')","[0, 'the food for the cow']",cow,32.1977864021848,male,Conti
food, ,"('some food for the horse', 'Mother')","[0, 'some food for the horse']",horse,32.1977864021848,male,Conti
clothes, ,"('I have two pig who wear my clothes', 'Mother')","[0, 'I have two pig who wear my clothes']",pig,33.3620813569067,male,Conti
food, ,"('the cow have get all the food', 'Mother')","[0, 'the cow have get all the food']",cow,33.3620813569067,male,Conti
animal, ,"('elephant the animal with the long nose', 'Mother')","[0, 'elephant the animal with the long nose']",elephant,21.0004312203536,female,Feldman
toy, ,"('do you want look at another toy or do you want read book', 'Father')","[0, 'do you want look at another toy or do you want read book']",book,30.8876978993408,NA,Feldman
clothes, ,"('put water in here and hang your clothes up to dry', 'Mother')","[0, 'put water in here and hang your clothes up to dry']",water,27.0005544261689,NA,Feldman
clothes, ,"('you good dress him Ces he do have no clothes on', 'Mother')","[0, 'you good dress him Ces he do have no clothes on']",dress,34.0006981662868,NA,Feldman
clothes, ,"('so we have_to take his clothes off if we go dress him', 'Mother')","[0, 'so we have_to take his clothes off if we go dress him']",dress,23.7232797388037,NA,Feldman
toy, ,"('you come look at the book and we look at more toy in a minute', 'Mother')","[0, 'you come look at the book and we look at more toy in a minute']",book,27.7890716441816,NA,Feldman
toy, ,"('well the elephant and the rabbit be play with toy', 'Mother')","[0, 'well the elephant and the rabbit be play with toy']",elephant,34.8549251524672,NA,Feldman
toy, ,"('first you look at the ball then you can see more toy okay', 'Investigator')","[0, 'first you look at the ball then you can see more toy okay']",ball,25.1319328938993,NA,Feldman
toy, ,"('you stay on your chair and play with your toy', 'Mother')","[0, 'you stay on your chair and play with your toy']",chair,35.4606870777634,NA,Feldman
toy, ,"('okay we do we put these crayon away and play with some of these other toy', 'Father')","[0, 'okay we do we put these crayon away and play with some of these other toy']",crayon,21.0004312203536,NA,Feldman
animal, ,"('and he be just the first animal we see in this book', 'Mother')","[0, 'and he be just the first animal we see in this book']",book,28.591962873981,NA,Feldman
toy, ,"('you can play with the toy and eat cookie later if you want', 'Mother')","[0, 'you can play with the toy and eat cookie later if you want']",cookie,33.0006776319842,NA,Feldman
clothes, ,"('oh oh I bet there be some clothes in here to dress this', 'Mother')","[0, 'oh oh I bet there be some clothes in here to dress this']",dress,32.4606254748557,NA,Feldman
toy, ,"('let us put these toy away and play with the car', 'Mother')","[0, 'let us put these toy away and play with the car']",car,23.4604406661328,NA,Feldman
toy, ,"('what about the toy on the table', 'Mother')","[0, 'what about the toy on the table']",table,19.4603585289226,male,Nicholas
animal, ,"('animal cookie', 'Mother')","[0, 'animal cookie']",cookie,24.0333477073451,female,Nicholas
toy, ,"('we get more different toy in here and that a puzzle', 'Mother')","[0, 'we get more different toy in here and that a puzzle']",puzzle,29.2962894515288,female,Nicholas
food, ,"('why do you put the food back on the table sweetie', 'Mother')","[0, 'why do you put the food back on the table sweetie']",table,29.493418756032,male,Nicholas
toy, ,"('be it real or be it toy cheese', 'Mother')","[0, 'be it real or be it toy cheese']",cheese,29.493418756032,male,Nicholas
animal, ,"('this kind of animal be call a deer or a moose', 'Mother')","[0, 'this kind of animal be call a deer or a moose']",deer,29.7562578287028,male,Nicholas
animal, ,"('this kind of animal be call a deer or a moose', 'Mother')","[0, 'this kind of animal be call a deer or a moose']",moose,29.7562578287028,male,Nicholas
clothes, ,"('I think it a clothes dryer', 'Investigator')","[0, 'I think it a clothes dryer']",dryer,30.0006160290766,female,EllisWeismer
toy, ,"('we keep bath toy under our sink', 'Investigator')","[0, 'we keep bath toy under our sink']",sink,30.0006160290766,female,EllisWeismer
clothes, ,"('well I go look in his closet for his clothes', 'Investigator')","[0, 'well I go look in his closet for his clothes']",closet,33.0006776319842,female,EllisWeismer
clothes, ,"('you find the clothes dryer', 'Investigator')","[0, 'you find the clothes dryer']",dryer,31.0006365633791,male,EllisWeismer
animal, ,"('well these be actual animal cookie', 'Investigator')","[0, 'well these be actual animal cookie']",cookie,32.0006570976817,male,EllisWeismer
clothes, ,"('he has_to take a shower with his clothes on', 'Investigator')","[0, 'he has_to take a shower with his clothes on']",shower,33.0006776319842,male,EllisWeismer
food, ,"('put some food in there and put it on the table', 'Investigator')","[0, 'put some food in there and put it on the table']",table,30.0006160290766,male,EllisWeismer
food, ,"('what kind of food do you put on the table', 'Investigator')","[0, 'what kind of food do you put on the table']",table,30.0006160290766,male,EllisWeismer
food, ,"('the food go come to the puppy too', 'Investigator')","[0, 'the food go come to the puppy too']",puppy,30.0006160290766,male,EllisWeismer
food, ,"('there no food in the refrigerator', 'Investigator')","[0, 'there no food in the refrigerator']",refrigerator,30.0006160290766,male,EllisWeismer
food, ,"('get some food for dinner and some diaper and some', 'Investigator')","[0, 'get some food for dinner and some diaper and some']",diaper,30.0006160290766,male,EllisWeismer
clothes, ,"('that a clothes dryer', 'Investigator')","[0, 'that a clothes dryer']",dryer,30.0006160290766,male,EllisWeismer
food, ,"('or maybe that the dog food', 'Investigator')","[0, 'or maybe that the dog food']",dog,30.0006160290766,male,EllisWeismer
food, ,"('well that could be for the dog food', 'Investigator')","[0, 'well that could be for the dog food']",dog,30.0006160290766,male,EllisWeismer
clothes, ,"('I can wonder if we need to iron the clothes that be in the clothes dryer', 'Investigator')","[0, 'I can wonder if we need to iron the clothes that be in the clothes dryer']",dryer,30.0006160290766,male,EllisWeismer
food, ,"('where the dog food', 'Investigator')","[0, 'where the dog food']",dog,31.0006365633791,female,EllisWeismer
food, ,"('where be the dog food', 'Investigator')","[0, 'where be the dog food']",dog,31.0006365633791,female,EllisWeismer
food, ,"('here be a oven for the food', 'Investigator')","[0, 'here be a oven for the food']",oven,30.0006160290766,female,EllisWeismer
food, ,"('a oven for the food', 'Investigator')","[0, 'a oven for the food']",oven,30.0006160290766,female,EllisWeismer
food, ,"('be that the dog food', 'Investigator')","[0, 'be that the dog food']",dog,31.0006365633791,female,EllisWeismer
clothes, ,"('I think this be the clothes dryer', 'Investigator')","[0, 'I think this be the clothes dryer']",dryer,30.0006160290766,female,EllisWeismer
animal, ,"('animal like to eat corn I guess', 'Mother')","[0, 'animal like to eat corn I guess']",corn,31.0006365633791,female,EllisWeismer
food, ,"('here some food dog', 'Investigator')","[0, 'here some food dog']",dog,30.0006160290766,male,EllisWeismer
food, ,"('here some food dog', 'Investigator')","[0, 'here some food dog']",dog,31.0006365633791,male,EllisWeismer
clothes, ,"('be that one a dryer and this one a wash for clothes', 'Investigator')","[0, 'be that one a dryer and this one a wash for clothes']",dryer,31.0006365633791,female,EllisWeismer
food, ,"('uhoh dog food fall over', 'Investigator')","[0, 'uhoh dog food fall over']",dog,31.0006365633791,male,EllisWeismer
food, ,"('dog come in and have some food and some water', 'Investigator')","[0, 'dog come in and have some food and some water']",dog,30.0006160290766,male,EllisWeismer
food, ,"('dog come in and have some food and some water', 'Investigator')","[0, 'dog come in and have some food and some water']",water,30.0006160290766,male,EllisWeismer
food, ,"('we could put the dog food in there', 'Investigator')","[0, 'we could put the dog food in there']",dog,31.0006365633791,female,EllisWeismer
animal, ,"('do any these animal look like bird', 'Mother')","[0, 'do any these animal look like bird']",bird,30.0006160290766,male,EllisWeismer
animal, ,"('nine animal in the pen', 'Mother')","[0, 'nine animal in the pen']",pen,30.0006160290766,female,EllisWeismer
animal, ,"('we even have the little pen for each animal', 'Mother')","[0, 'we even have the little pen for each animal']",pen,30.0006160290766,male,EllisWeismer
animal, ,"('do you want a cow or do you want a different animal', 'Mother')","[0, 'do you want a cow or do you want a different animal']",cow,30.0006160290766,male,EllisWeismer
food, ,"('I put all this food in the tractor', 'Mother')","[0, 'I put all this food in the tractor']",tractor,30.0006160290766,female,EllisWeismer
